"","personalWeight","sex","race","state","hisp","tech"
"2871",64,"Male","White","California","1","CMM-COMPUTER PROGRAMMERS"
"2872",152,"Male","White","Michigan","1","CMM-COMPUTER SYSTEMS ANALYSTS"
"2873",71,"Female","White","Illinois","1","CMM-SOFTWARE DEVELOPERS,APPLICATIONS AND SYSTEMS SOFTWARE *"
"2874",222,"Female","White","Wisconsin","1","CMM-DATABASE ADMINISTRATORS"
"2875",210,"Male","Black","Maryland","1","CMM-COMPUTER NETWORK ARCHITECTS"
"2876",84,"Male","White","Ohio","1","ENG-ELECTRICAL AND ELECTRONICS ENGINEERS"
"2877",85,"Male","White","Michigan","1","CMM-COMPUTER PROGRAMMERS"
"2878",34,"Male","White","Texas","1","CMM-SOFTWARE DEVELOPERS,APPLICATIONS AND SYSTEMS SOFTWARE *"
"2879",49,"Female","White","New York","1","CMM-SOFTWARE DEVELOPERS,APPLICATIONS AND SYSTEMS SOFTWARE *"
"2880",10,"Male","White","Washington","1","CMM-SOFTWARE DEVELOPERS,APPLICATIONS AND SYSTEMS SOFTWARE *"
"2881",323,"Male","Some other race alone","Massachusetts","1","CMM-SOFTWARE DEVELOPERS,APPLICATIONS AND SYSTEMS SOFTWARE *"
"2882",21,"Male","Asian","Utah","1","CMM-SOFTWARE DEVELOPERS,APPLICATIONS AND SYSTEMS SOFTWARE *"
"2883",65,"Female","Hispanic","California","2","CMM-COMPUTER PROGRAMMERS"
"2884",196,"Male","White","Oklahoma","1","CMM-COMPUTER SUPPORT SPECIALISTS"
"2885",48,"Male","Asian","California","1","CMM-COMPUTER OCCUPATIONS, ALL OTHER"
"2886",97,"Male","White","Pennsylvania","1","CMM-NETWORK AND COMPUTER SYSTEMS ADMINISTRATORS"
"2887",58,"Male","Hispanic","Florida","4","CMM-COMPUTER PROGRAMMERS"
"2888",32,"Male","White","Colorado","1","CMM-SOFTWARE DEVELOPERS,APPLICATIONS AND SYSTEMS SOFTWARE *"
"2889",129,"Female","White","West Virginia","1","CMM-COMPUTER OCCUPATIONS, ALL OTHER"
"2890",297,"Male","White","California","1","CMM-COMPUTER SYSTEMS ANALYSTS"
"2891",82,"Female","Black","Georgia","1","CMM-COMPUTER SYSTEMS ANALYSTS"
"2892",80,"Male","White","Alabama","1","CMM-COMPUTER PROGRAMMERS"
"2893",72,"Male","White","District of Columbia","1","CMM-COMPUTER NETWORK ARCHITECTS"
"2894",89,"Male","White","Indiana","1","CMM-COMPUTER SYSTEMS ANALYSTS"
"2895",102,"Male","Asian","Illinois","1","CMM-SOFTWARE DEVELOPERS,APPLICATIONS AND SYSTEMS SOFTWARE *"
"2896",74,"Female","Asian","Texas","1","CMM-COMPUTER SYSTEMS ANALYSTS"
"2897",47,"Male","Two or More Races","Texas","1","CMM-COMPUTER OCCUPATIONS, ALL OTHER"
"2898",107,"Male","White","Michigan","1","CMM-SOFTWARE DEVELOPERS,APPLICATIONS AND SYSTEMS SOFTWARE *"
"2899",175,"Male","Black","North Carolina","1","CMM-COMPUTER NETWORK ARCHITECTS"
"2900",35,"Male","Asian","California","1","CMM-COMPUTER NETWORK ARCHITECTS"
"2901",46,"Male","White","Florida","1","CMM-COMPUTER SUPPORT SPECIALISTS"
"2902",204,"Male","White","Georgia","1","CMM-SOFTWARE DEVELOPERS,APPLICATIONS AND SYSTEMS SOFTWARE *"
"2903",96,"Female","White","California","1","CMM-COMPUTER OCCUPATIONS, ALL OTHER"
"2904",129,"Male","White","California","1","CMM-WEB DEVELOPERS"
"2905",75,"Male","White","Virginia","1","CMM-COMPUTER SYSTEMS ANALYSTS"
"2906",107,"Male","Asian","Virginia","1","CMM-COMPUTER NETWORK ARCHITECTS"
"2907",85,"Male","White","Colorado","1","CMM-COMPUTER SYSTEMS ANALYSTS"
"2908",118,"Male","White","Ohio","1","CMM-COMPUTER SYSTEMS ANALYSTS"
"2909",179,"Male","Asian","Florida","1","CMM-SOFTWARE DEVELOPERS,APPLICATIONS AND SYSTEMS SOFTWARE *"
"2910",175,"Male","Asian","Florida","1","CMM-SOFTWARE DEVELOPERS,APPLICATIONS AND SYSTEMS SOFTWARE *"
"2911",176,"Male","Asian","Florida","1","CMM-SOFTWARE DEVELOPERS,APPLICATIONS AND SYSTEMS SOFTWARE *"
"2912",20,"Male","White","California","1","CMM-SOFTWARE DEVELOPERS,APPLICATIONS AND SYSTEMS SOFTWARE *"
"2913",80,"Male","White","Washington","1","CMM-COMPUTER PROGRAMMERS"
"2914",107,"Female","White","Michigan","1","CMM-DATABASE ADMINISTRATORS"
"2915",226,"Male","White","Wisconsin","1","ENG-ELECTRICAL AND ELECTRONICS ENGINEERS"
"2916",59,"Male","White","California","1","CMM-SOFTWARE DEVELOPERS,APPLICATIONS AND SYSTEMS SOFTWARE *"
"2917",164,"Female","White","Illinois","1","CMM-SOFTWARE DEVELOPERS,APPLICATIONS AND SYSTEMS SOFTWARE *"
"2918",333,"Male","White","Michigan","1","CMM-COMPUTER PROGRAMMERS"
"2919",101,"Male","White","Georgia","1","CMM-COMPUTER OCCUPATIONS, ALL OTHER"
"2920",206,"Female","White","Washington","1","CMM-COMPUTER SYSTEMS ANALYSTS"
"2921",68,"Male","White","Arizona","1","CMM-COMPUTER OCCUPATIONS, ALL OTHER"
"2922",20,"Female","Black","Georgia","1","CMM-INFORMATION SECURITY ANALYSTS"
"2923",75,"Male","White","Colorado","1","CMM-COMPUTER SUPPORT SPECIALISTS"
"2924",132,"Male","White","California","1","CMM-SOFTWARE DEVELOPERS,APPLICATIONS AND SYSTEMS SOFTWARE *"
"2925",151,"Male","White","Missouri","1","CMM-COMPUTER SUPPORT SPECIALISTS"
"2926",65,"Male","White","Ohio","1","CMM-SOFTWARE DEVELOPERS,APPLICATIONS AND SYSTEMS SOFTWARE *"
"2927",471,"Male","Asian","New Jersey","1","CMM-COMPUTER SUPPORT SPECIALISTS"
"2928",100,"Female","White","Texas","1","CMM-COMPUTER OCCUPATIONS, ALL OTHER"
"2929",57,"Male","Black","Virginia","1","CMM-COMPUTER SUPPORT SPECIALISTS"
"2930",132,"Female","Asian","New Jersey","1","CMM-SOFTWARE DEVELOPERS,APPLICATIONS AND SYSTEMS SOFTWARE *"
"2931",39,"Male","Asian","Missouri","1","CMM-COMPUTER OCCUPATIONS, ALL OTHER"
"2932",119,"Male","White","Connecticut","1","CMM-SOFTWARE DEVELOPERS,APPLICATIONS AND SYSTEMS SOFTWARE *"
"2933",254,"Male","Two or More Races","California","1","CMM-SOFTWARE DEVELOPERS,APPLICATIONS AND SYSTEMS SOFTWARE *"
"2934",71,"Female","Black","New York","1","CMM-COMPUTER SYSTEMS ANALYSTS"
"2935",115,"Male","Black","Texas","1","CMM-COMPUTER OCCUPATIONS, ALL OTHER"
"2936",115,"Female","Black","Texas","1","CMM-COMPUTER SUPPORT SPECIALISTS"
"2937",139,"Male","White","Nebraska","1","CMM-SOFTWARE DEVELOPERS,APPLICATIONS AND SYSTEMS SOFTWARE *"
"2938",43,"Male","White","Wisconsin","1","CMM-SOFTWARE DEVELOPERS,APPLICATIONS AND SYSTEMS SOFTWARE *"
"2939",387,"Male","Asian","Minnesota","1","CMM-COMPUTER OCCUPATIONS, ALL OTHER"
"2940",58,"Male","White","New Jersey","1","CMM-SOFTWARE DEVELOPERS,APPLICATIONS AND SYSTEMS SOFTWARE *"
"2941",128,"Male","Asian","Massachusetts","1","CMM-SOFTWARE DEVELOPERS,APPLICATIONS AND SYSTEMS SOFTWARE *"
"2942",36,"Male","White","Florida","1","CMM-SOFTWARE DEVELOPERS,APPLICATIONS AND SYSTEMS SOFTWARE *"
"2943",95,"Male","White","Missouri","1","CMM-COMPUTER OCCUPATIONS, ALL OTHER"
"2944",63,"Male","Black","Georgia","1","CMM-COMPUTER SUPPORT SPECIALISTS"
"2945",146,"Male","White","Oklahoma","1","CMM-SOFTWARE DEVELOPERS,APPLICATIONS AND SYSTEMS SOFTWARE *"
"2946",88,"Male","Asian","California","1","CMM-COMPUTER SYSTEMS ANALYSTS"
"2947",142,"Male","White","Washington","1","CMM-SOFTWARE DEVELOPERS,APPLICATIONS AND SYSTEMS SOFTWARE *"
"2948",220,"Male","White","Georgia","1","ENG-ELECTRICAL AND ELECTRONICS ENGINEERS"
"2949",84,"Male","Hispanic","California","2","CMM-COMPUTER SUPPORT SPECIALISTS"
"2950",107,"Female","Black","Florida","1","CMM-COMPUTER PROGRAMMERS"
"2951",74,"Male","Asian","Virginia","1","CMM-SOFTWARE DEVELOPERS,APPLICATIONS AND SYSTEMS SOFTWARE *"
"2952",99,"Male","White","California","1","CMM-WEB DEVELOPERS"
"2953",72,"Female","Asian","Texas","1","CMM-SOFTWARE DEVELOPERS,APPLICATIONS AND SYSTEMS SOFTWARE *"
"2954",232,"Male","Hispanic","Texas","2","ENG-ELECTRICAL AND ELECTRONICS ENGINEERS"
"2955",73,"Male","White","Arizona","1","CMM-NETWORK AND COMPUTER SYSTEMS ADMINISTRATORS"
"2956",68,"Male","Two or More Races","Washington","1","CMM-NETWORK AND COMPUTER SYSTEMS ADMINISTRATORS"
"2957",89,"Female","Asian","California","1","ENG-COMPUTER HARDWARE ENGINEERS"
"2958",136,"Male","Asian","Oregon","1","CMM-COMPUTER PROGRAMMERS"
"2959",92,"Male","Black","Maryland","1","CMM-SOFTWARE DEVELOPERS,APPLICATIONS AND SYSTEMS SOFTWARE *"
"2960",182,"Female","Hispanic","New York","4","CMM-COMPUTER SUPPORT SPECIALISTS"
"2961",99,"Male","Hispanic","California","15","ENG-ELECTRICAL AND ELECTRONICS ENGINEERS"
"2962",133,"Male","White","California","1","CMM-COMPUTER PROGRAMMERS"
"2963",32,"Male","Asian","Texas","1","CMM-SOFTWARE DEVELOPERS,APPLICATIONS AND SYSTEMS SOFTWARE *"
"2964",109,"Male","Asian","Pennsylvania","1","CMM-SOFTWARE DEVELOPERS,APPLICATIONS AND SYSTEMS SOFTWARE *"
"2965",60,"Female","White","Ohio","1","CMM-COMPUTER SYSTEMS ANALYSTS"
"2966",271,"Male","Black","Mississippi","1","CMM-COMPUTER SYSTEMS ANALYSTS"
"2967",57,"Female","Asian","California","1","CMM-COMPUTER PROGRAMMERS"
"2968",208,"Male","Asian","Florida","1","CMM-SOFTWARE DEVELOPERS,APPLICATIONS AND SYSTEMS SOFTWARE *"
"2969",99,"Male","White","California","1","CMM-COMPUTER SUPPORT SPECIALISTS"
"2970",55,"Female","White","New Jersey","1","CMM-COMPUTER SUPPORT SPECIALISTS"
"2971",196,"Male","Asian","Arkansas","1","CMM-SOFTWARE DEVELOPERS,APPLICATIONS AND SYSTEMS SOFTWARE *"
"2972",148,"Male","Asian","Arkansas","1","CMM-SOFTWARE DEVELOPERS,APPLICATIONS AND SYSTEMS SOFTWARE *"
"2973",149,"Male","Asian","Arkansas","1","CMM-SOFTWARE DEVELOPERS,APPLICATIONS AND SYSTEMS SOFTWARE *"
"2974",124,"Male","Hispanic","Florida","2","CMM-SOFTWARE DEVELOPERS,APPLICATIONS AND SYSTEMS SOFTWARE *"
"2975",195,"Male","White","Wisconsin","1","CMM-COMPUTER PROGRAMMERS"
"2976",68,"Male","Asian","Texas","1","CMM-SOFTWARE DEVELOPERS,APPLICATIONS AND SYSTEMS SOFTWARE *"
"2977",89,"Female","Asian","Texas","1","ENG-ELECTRICAL AND ELECTRONICS ENGINEERS"
"2978",69,"Male","Hispanic","California","2","CMM-COMPUTER SYSTEMS ANALYSTS"
"2979",154,"Male","White","Virginia","1","CMM-NETWORK AND COMPUTER SYSTEMS ADMINISTRATORS"
"2980",96,"Male","White","Massachusetts","1","CMM-COMPUTER PROGRAMMERS"
"2981",72,"Male","White","Virginia","1","CMM-COMPUTER OCCUPATIONS, ALL OTHER"
"2982",172,"Male","Black","Maryland","1","CMM-COMPUTER SUPPORT SPECIALISTS"
"2983",140,"Male","Asian","Massachusetts","1","CMM-SOFTWARE DEVELOPERS,APPLICATIONS AND SYSTEMS SOFTWARE *"
"2984",67,"Male","White","Minnesota","1","CMM-COMPUTER SYSTEMS ANALYSTS"
"2985",71,"Male","White","Minnesota","1","CMM-SOFTWARE DEVELOPERS,APPLICATIONS AND SYSTEMS SOFTWARE *"
"2986",91,"Female","White","Texas","1","CMM-SOFTWARE DEVELOPERS,APPLICATIONS AND SYSTEMS SOFTWARE *"
"2987",211,"Female","Native Hawaiian and Other Pacific Islander alone","Utah","1","CMM-COMPUTER SUPPORT SPECIALISTS"
"2988",60,"Male","Asian","New York","1","CMM-SOFTWARE DEVELOPERS,APPLICATIONS AND SYSTEMS SOFTWARE *"
"2989",96,"Male","White","Maryland","1","CMM-SOFTWARE DEVELOPERS,APPLICATIONS AND SYSTEMS SOFTWARE *"
"2990",354,"Male","Asian","California","1","CMM-COMPUTER PROGRAMMERS"
"2991",62,"Male","Asian","California","1","CMM-SOFTWARE DEVELOPERS,APPLICATIONS AND SYSTEMS SOFTWARE *"
"2992",105,"Male","Asian","Washington","1","CMM-SOFTWARE DEVELOPERS,APPLICATIONS AND SYSTEMS SOFTWARE *"
"2993",69,"Male","White","California","1","CMM-SOFTWARE DEVELOPERS,APPLICATIONS AND SYSTEMS SOFTWARE *"
"2994",114,"Male","Hispanic","California","2","ENG-ELECTRICAL AND ELECTRONICS ENGINEERS"
"2995",58,"Male","White","Texas","1","CMM-COMPUTER SUPPORT SPECIALISTS"
"2996",74,"Male","White","Pennsylvania","1","CMM-SOFTWARE DEVELOPERS,APPLICATIONS AND SYSTEMS SOFTWARE *"
"2997",114,"Male","White","North Carolina","1","CMM-COMPUTER OCCUPATIONS, ALL OTHER"
"2998",417,"Male","Asian","Illinois","1","CMM-SOFTWARE DEVELOPERS,APPLICATIONS AND SYSTEMS SOFTWARE *"
"2999",109,"Male","Hispanic","New Jersey","23","CMM-COMPUTER SUPPORT SPECIALISTS"
"3000",98,"Female","White","Illinois","1","CMM-COMPUTER SYSTEMS ANALYSTS"
"3001",76,"Male","White","Washington","1","CMM-SOFTWARE DEVELOPERS,APPLICATIONS AND SYSTEMS SOFTWARE *"
"3002",64,"Female","White","Wisconsin","1","CMM-COMPUTER SYSTEMS ANALYSTS"
"3003",60,"Female","American Indian alone","North Carolina","1","CMM-COMPUTER SYSTEMS ANALYSTS"
"3004",52,"Male","White","Florida","1","CMM-SOFTWARE DEVELOPERS,APPLICATIONS AND SYSTEMS SOFTWARE *"
"3005",100,"Male","White","Massachusetts","1","ENG-ELECTRICAL AND ELECTRONICS ENGINEERS"
"3006",150,"Male","White","Tennessee","1","CMM-COMPUTER SUPPORT SPECIALISTS"
"3007",66,"Male","White","New Jersey","1","ENG-ELECTRICAL AND ELECTRONICS ENGINEERS"
"3008",46,"Male","White","New York","1","CMM-COMPUTER OCCUPATIONS, ALL OTHER"
"3009",43,"Male","White","Colorado","1","CMM-COMPUTER OCCUPATIONS, ALL OTHER"
"3010",34,"Female","Black","Maryland","1","CMM-COMPUTER SUPPORT SPECIALISTS"
"3011",106,"Male","Asian","California","1","CMM-SOFTWARE DEVELOPERS,APPLICATIONS AND SYSTEMS SOFTWARE *"
"3012",74,"Male","White","Texas","1","CMM-SOFTWARE DEVELOPERS,APPLICATIONS AND SYSTEMS SOFTWARE *"
"3013",112,"Male","White","Massachusetts","1","ENG-COMPUTER HARDWARE ENGINEERS"
"3014",63,"Male","Asian","California","1","CMM-COMPUTER SYSTEMS ANALYSTS"
"3015",96,"Male","Asian","California","1","CMM-SOFTWARE DEVELOPERS,APPLICATIONS AND SYSTEMS SOFTWARE *"
"3016",96,"Male","White","Kentucky","1","CMM-NETWORK AND COMPUTER SYSTEMS ADMINISTRATORS"
"3017",99,"Male","White","Michigan","1","CMM-COMPUTER SUPPORT SPECIALISTS"
"3018",51,"Male","Asian","Texas","1","CMM-COMPUTER SYSTEMS ANALYSTS"
"3019",63,"Male","White","California","1","CMM-SOFTWARE DEVELOPERS,APPLICATIONS AND SYSTEMS SOFTWARE *"
"3020",78,"Male","White","California","1","CMM-DATABASE ADMINISTRATORS"
"3021",81,"Female","White","New Jersey","1","CMM-COMPUTER SYSTEMS ANALYSTS"
"3022",190,"Female","White","Minnesota","1","CMM-COMPUTER SUPPORT SPECIALISTS"
"3023",51,"Female","White","New Jersey","1","CMM-COMPUTER SYSTEMS ANALYSTS"
"3024",12,"Female","White","Alabama","1","CMM-SOFTWARE DEVELOPERS,APPLICATIONS AND SYSTEMS SOFTWARE *"
"3025",194,"Female","White","Florida","1","CMM-NETWORK AND COMPUTER SYSTEMS ADMINISTRATORS"
"3026",40,"Male","White","Florida","1","CMM-COMPUTER OCCUPATIONS, ALL OTHER"
"3027",83,"Male","White","North Carolina","1","CMM-SOFTWARE DEVELOPERS,APPLICATIONS AND SYSTEMS SOFTWARE *"
"3028",62,"Male","White","Illinois","1","CMM-WEB DEVELOPERS"
"3029",45,"Female","Asian","California","1","CMM-SOFTWARE DEVELOPERS,APPLICATIONS AND SYSTEMS SOFTWARE *"
"3030",78,"Male","White","Iowa","1","CMM-COMPUTER SUPPORT SPECIALISTS"
"3031",101,"Male","White","Texas","1","CMM-SOFTWARE DEVELOPERS,APPLICATIONS AND SYSTEMS SOFTWARE *"
"3032",84,"Male","White","Massachusetts","1","CMM-COMPUTER SUPPORT SPECIALISTS"
"3033",65,"Male","White","Missouri","1","CMM-SOFTWARE DEVELOPERS,APPLICATIONS AND SYSTEMS SOFTWARE *"
"3034",94,"Male","White","Missouri","1","CMM-SOFTWARE DEVELOPERS,APPLICATIONS AND SYSTEMS SOFTWARE *"
"3035",83,"Female","White","New York","1","CMM-COMPUTER SYSTEMS ANALYSTS"
"3036",65,"Male","White","California","1","CMM-DATABASE ADMINISTRATORS"
"3037",89,"Female","White","West Virginia","1","CMM-COMPUTER SUPPORT SPECIALISTS"
"3038",30,"Female","White","Massachusetts","1","CMM-WEB DEVELOPERS"
"3039",35,"Male","White","Massachusetts","1","CMM-WEB DEVELOPERS"
"3040",43,"Female","White","Massachusetts","1","CMM-NETWORK AND COMPUTER SYSTEMS ADMINISTRATORS"
"3041",423,"Male","White","Missouri","1","CMM-COMPUTER OCCUPATIONS, ALL OTHER"
"3042",100,"Male","White","North Carolina","1","ENG-ELECTRICAL AND ELECTRONICS ENGINEERS"
"3043",294,"Male","White","Massachusetts","1","CMM-SOFTWARE DEVELOPERS,APPLICATIONS AND SYSTEMS SOFTWARE *"
"3044",39,"Female","Black","Georgia","1","CMM-COMPUTER SYSTEMS ANALYSTS"
"3045",16,"Male","White","Montana","1","ENG-ELECTRICAL AND ELECTRONICS ENGINEERS"
"3046",81,"Male","White","Missouri","1","CMM-SOFTWARE DEVELOPERS,APPLICATIONS AND SYSTEMS SOFTWARE *"
"3047",78,"Female","White","Missouri","1","CMM-COMPUTER SUPPORT SPECIALISTS"
"3048",70,"Male","White","Oregon","1","CMM-COMPUTER SUPPORT SPECIALISTS"
"3049",39,"Male","White","Pennsylvania","1","CMM-DATABASE ADMINISTRATORS"
"3050",112,"Male","White","Washington","1","CMM-COMPUTER SYSTEMS ANALYSTS"
"3051",87,"Male","Asian","Ohio","1","CMM-COMPUTER SYSTEMS ANALYSTS"
"3052",107,"Male","White","New York","1","CMM-COMPUTER OCCUPATIONS, ALL OTHER"
"3053",118,"Male","White","Virginia","1","CMM-SOFTWARE DEVELOPERS,APPLICATIONS AND SYSTEMS SOFTWARE *"
"3054",82,"Male","Hispanic","Virginia","14","CMM-INFORMATION SECURITY ANALYSTS"
"3055",92,"Male","White","Virginia","1","CMM-COMPUTER SYSTEMS ANALYSTS"
"3056",54,"Female","White","Louisiana","1","CMM-COMPUTER SYSTEMS ANALYSTS"
"3057",62,"Male","White","Texas","1","CMM-SOFTWARE DEVELOPERS,APPLICATIONS AND SYSTEMS SOFTWARE *"
"3058",62,"Male","White","Texas","1","CMM-COMPUTER SYSTEMS ANALYSTS"
"3059",50,"Male","Asian","Arkansas","1","CMM-COMPUTER SYSTEMS ANALYSTS"
"3060",26,"Male","White","Washington","1","CMM-NETWORK AND COMPUTER SYSTEMS ADMINISTRATORS"
"3061",148,"Male","White","California","1","CMM-COMPUTER PROGRAMMERS"
"3062",109,"Male","White","New York","1","CMM-COMPUTER OCCUPATIONS, ALL OTHER"
"3063",54,"Female","White","Texas","1","CMM-COMPUTER SUPPORT SPECIALISTS"
"3064",216,"Male","White","Connecticut","1","CMM-WEB DEVELOPERS"
"3065",83,"Female","White","Alabama","1","CMM-SOFTWARE DEVELOPERS,APPLICATIONS AND SYSTEMS SOFTWARE *"
"3066",92,"Male","Asian","Illinois","1","CMM-COMPUTER SYSTEMS ANALYSTS"
"3067",218,"Male","White","Tennessee","1","CMM-INFORMATION SECURITY ANALYSTS"
"3068",163,"Male","White","Oklahoma","1","CMM-COMPUTER SUPPORT SPECIALISTS"
"3069",263,"Female","White","Ohio","1","CMM-COMPUTER SYSTEMS ANALYSTS"
"3070",96,"Male","Asian","Texas","1","CMM-COMPUTER OCCUPATIONS, ALL OTHER"
"3071",21,"Male","White","Alabama","1","CMM-COMPUTER PROGRAMMERS"
"3072",35,"Female","White","Arizona","1","CMM-COMPUTER SYSTEMS ANALYSTS"
"3073",195,"Male","Hispanic","California","2","CMM-COMPUTER SUPPORT SPECIALISTS"
"3074",173,"Male","White","California","1","CMM-COMPUTER SUPPORT SPECIALISTS"
"3075",124,"Male","White","Washington","1","CMM-COMPUTER SYSTEMS ANALYSTS"
"3076",151,"Male","Asian","Texas","1","ENG-ELECTRICAL AND ELECTRONICS ENGINEERS"
"3077",84,"Female","White","Florida","1","CMM-COMPUTER SYSTEMS ANALYSTS"
"3078",71,"Male","White","Illinois","1","CMM-COMPUTER PROGRAMMERS"
"3079",124,"Female","White","Alabama","1","CMM-COMPUTER PROGRAMMERS"
"3080",282,"Male","White","Georgia","1","CMM-COMPUTER OCCUPATIONS, ALL OTHER"
"3081",27,"Male","White","New York","1","CMM-COMPUTER SYSTEMS ANALYSTS"
"3082",51,"Male","Hispanic","New Mexico","24","CMM-COMPUTER SYSTEMS ANALYSTS"
"3083",128,"Male","Black","Pennsylvania","1","CMM-COMPUTER SUPPORT SPECIALISTS"
"3084",96,"Male","White","California","1","CMM-COMPUTER PROGRAMMERS"
"3085",70,"Female","Asian","Michigan","1","CMM-COMPUTER OCCUPATIONS, ALL OTHER"
"3086",89,"Male","White","Ohio","1","CMM-INFORMATION SECURITY ANALYSTS"
"3087",61,"Female","White","Ohio","1","CMM-COMPUTER SYSTEMS ANALYSTS"
"3088",73,"Male","Black","Virginia","1","CMM-COMPUTER OCCUPATIONS, ALL OTHER"
"3089",50,"Male","White","Maryland","1","CMM-COMPUTER SUPPORT SPECIALISTS"
"3090",122,"Male","White","Kentucky","1","CMM-DATABASE ADMINISTRATORS"
"3091",140,"Female","White","Texas","1","CMM-COMPUTER OCCUPATIONS, ALL OTHER"
"3092",122,"Male","White","California","1","ENG-ELECTRICAL AND ELECTRONICS ENGINEERS"
"3093",255,"Male","Black","Texas","1","CMM-SOFTWARE DEVELOPERS,APPLICATIONS AND SYSTEMS SOFTWARE *"
"3094",57,"Male","White","Virginia","1","CMM-SOFTWARE DEVELOPERS,APPLICATIONS AND SYSTEMS SOFTWARE *"
"3095",183,"Female","White","California","1","CMM-WEB DEVELOPERS"
"3096",128,"Male","White","Colorado","1","CMM-SOFTWARE DEVELOPERS,APPLICATIONS AND SYSTEMS SOFTWARE *"
"3097",69,"Female","Asian","California","1","CMM-COMPUTER SYSTEMS ANALYSTS"
"3098",122,"Male","White","Texas","1","CMM-NETWORK AND COMPUTER SYSTEMS ADMINISTRATORS"
"3099",93,"Male","White","New York","1","CMM-WEB DEVELOPERS"
"3100",13,"Female","Asian","New York","1","CMM-COMPUTER SYSTEMS ANALYSTS"
"3101",101,"Female","White","Ohio","1","CMM-COMPUTER OCCUPATIONS, ALL OTHER"
"3102",66,"Male","White","New York","1","ENG-COMPUTER HARDWARE ENGINEERS"
"3103",36,"Male","White","Wisconsin","1","CMM-COMPUTER SUPPORT SPECIALISTS"
"3104",67,"Male","White","California","1","CMM-SOFTWARE DEVELOPERS,APPLICATIONS AND SYSTEMS SOFTWARE *"
"3105",239,"Male","Asian","North Carolina","1","CMM-COMPUTER SUPPORT SPECIALISTS"
"3106",122,"Male","White","Washington","1","CMM-SOFTWARE DEVELOPERS,APPLICATIONS AND SYSTEMS SOFTWARE *"
"3107",79,"Male","White","Oregon","1","CMM-COMPUTER OCCUPATIONS, ALL OTHER"
"3108",65,"Male","White","Florida","1","CMM-COMPUTER SYSTEMS ANALYSTS"
"3109",69,"Male","White","Maryland","1","CMM-SOFTWARE DEVELOPERS,APPLICATIONS AND SYSTEMS SOFTWARE *"
"3110",72,"Male","White","Connecticut","1","CMM-NETWORK AND COMPUTER SYSTEMS ADMINISTRATORS"
"3111",72,"Female","White","Pennsylvania","1","CMM-COMPUTER SYSTEMS ANALYSTS"
"3112",42,"Male","White","New Jersey","1","CMM-INFORMATION SECURITY ANALYSTS"
"3113",70,"Male","White","Kentucky","1","CMM-SOFTWARE DEVELOPERS,APPLICATIONS AND SYSTEMS SOFTWARE *"
"3114",84,"Male","White","New Jersey","1","CMM-COMPUTER SYSTEMS ANALYSTS"
"3115",152,"Male","Asian","Ohio","1","CMM-SOFTWARE DEVELOPERS,APPLICATIONS AND SYSTEMS SOFTWARE *"
"3116",122,"Male","Asian","Texas","1","CMM-SOFTWARE DEVELOPERS,APPLICATIONS AND SYSTEMS SOFTWARE *"
"3117",89,"Female","White","Minnesota","1","CMM-COMPUTER OCCUPATIONS, ALL OTHER"
"3118",83,"Female","White","Texas","1","ENG-ELECTRICAL AND ELECTRONICS ENGINEERS"
"3119",89,"Male","White","New Jersey","1","CMM-COMPUTER SUPPORT SPECIALISTS"
"3120",33,"Female","Black","Ohio","1","CMM-COMPUTER SUPPORT SPECIALISTS"
"3121",89,"Male","White","Vermont","1","ENG-COMPUTER HARDWARE ENGINEERS"
"3122",52,"Male","White","Massachusetts","1","CMM-SOFTWARE DEVELOPERS,APPLICATIONS AND SYSTEMS SOFTWARE *"
"3123",94,"Female","Asian","Virginia","1","CMM-COMPUTER SYSTEMS ANALYSTS"
"3124",90,"Female","White","Maryland","1","CMM-COMPUTER SYSTEMS ANALYSTS"
"3125",199,"Male","White","New York","1","CMM-SOFTWARE DEVELOPERS,APPLICATIONS AND SYSTEMS SOFTWARE *"
"3126",71,"Male","White","Massachusetts","1","CMM-SOFTWARE DEVELOPERS,APPLICATIONS AND SYSTEMS SOFTWARE *"
"3127",55,"Male","White","Massachusetts","1","CMM-WEB DEVELOPERS"
"3128",19,"Male","White","Wisconsin","1","CMM-COMPUTER PROGRAMMERS"
"3129",371,"Female","Asian","Maryland","1","CMM-SOFTWARE DEVELOPERS,APPLICATIONS AND SYSTEMS SOFTWARE *"
"3130",85,"Male","Asian","Virginia","1","CMM-SOFTWARE DEVELOPERS,APPLICATIONS AND SYSTEMS SOFTWARE *"
"3131",73,"Male","White","Illinois","1","ENG-ELECTRICAL AND ELECTRONICS ENGINEERS"
"3132",304,"Male","Hispanic","Texas","23","CMM-SOFTWARE DEVELOPERS,APPLICATIONS AND SYSTEMS SOFTWARE *"
"3133",136,"Female","Two or More Races","Michigan","1","CMM-COMPUTER OCCUPATIONS, ALL OTHER"
"3134",239,"Male","White","Ohio","1","CMM-COMPUTER OCCUPATIONS, ALL OTHER"
"3135",52,"Male","White","California","1","CMM-SOFTWARE DEVELOPERS,APPLICATIONS AND SYSTEMS SOFTWARE *"
"3136",358,"Male","White","Illinois","1","ENG-ELECTRICAL AND ELECTRONICS ENGINEERS"
"3137",111,"Female","White","Florida","1","CMM-COMPUTER SYSTEMS ANALYSTS"
"3138",30,"Male","White","Minnesota","1","CMM-COMPUTER SUPPORT SPECIALISTS"
